Country;Year;Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2)
Bhutan;2000;;0.0736;0.5347;0.0451;-62.794;
Bhutan;2001;;0.0814;0.5053;0.0458;-79.843;
Bhutan;2002;;0.0817;0.4906;0.0466;-80.199;
Bhutan;2003;;0.0821;0.5051;0.0473;-80.527;
Bhutan;2004;;0.0862;0.51;0.048;-80.763;
Bhutan;2005;;0.0866;0.5632;0.0487;-81.056;
Bhutan;2006;;0.0903;0.5437;0.0494;-87.186;
Bhutan;2007;;0.0904;0.5599;0.0501;-86.693;
Bhutan;2008;;0.0905;0.5089;0.0508;-87.798;
Bhutan;2009;;0.0906;0.5169;0.0514;-88.109;
Bhutan;2010;;0.1017;0.5109;0.0521;-88.097;
Bhutan;2011;;0.1019;0.5077;0.0527;-88.664;
Bhutan;2012;;;0.5018;0.0533;-88.584;
Bolivia;1990;65.298;0.2823;147.183;0.1796;83.908;0
Bolivia;1991;67.273;0.3008;149.678;0.2793;839.038;0
Bolivia;1992;80.031;0.3045;15.302;0.379;839.005;0
Bolivia;1993;90.716;0.3303;156.247;0.4788;838.972;0
Bolivia;1994;103.871;0.3854;160.316;0.5785;838.939;0
Bolivia;1995;98.111;0.4478;164.054;0.6782;838.907;0
Bolivia;1996;9.159;0.4708;167.052;0.7914;832.869;0
Bolivia;1997;89.756;0.5232;172.027;0.9046;836.709;0
Bolivia;1998;92.121;0.5903;179.627;10.178;836.189;0
Bolivia;1999;84.106;0.606;188.535;1.131;883.143;0
Bolivia;2000;86.154;0.5448;187.916;12.442;800.133;0.14
Bolivia;2001;84.299;0.5042;177.412;13.427;773.869;0.12
Bolivia;2002;92.969;0.5185;188.046;14.412;791.743;0.12
Bolivia;2003;103.058;0.5878;193.063;15.397;792.824;0.13
Bolivia;2004;110.894;0.6608;210.069;16.382;931.679;0.13
Bolivia;2005;120.775;0.7447;215.173;17.367;856.914;0.15
Bolivia;2006;129.081;0.8421;212.625;17.702;912.513;0.15
Bolivia;2007;138.932;0.8993;216.536;18.036;945.472;0.13
Bolivia;2008;149.474;10.223;215.643;18.371;904.518;0.13
Bolivia;2009;155.825;11.784;22.059;18.706;880.746;0.13
Bolivia;2010;169.831;12.391;24.988;19.041;1.097.376;0.14
Bolivia;2011;183.268;13.626;232.052;19.367;954.532;0.15
Bolivia;2012;194.596;;245.621;19.694;904.402;0.13
Bosnia & Herzegovina;1990;239.862;0.3689;;13.533;;0.08
Bosnia & Herzegovina;1991;215.212;0.3659;;13.096;;0.06
Bosnia & Herzegovina;1992;160.263;0.3108;19.487;12.659;0.2001;0.05
Bosnia & Herzegovina;1993;135.314;0.3157;18.684;12.221;-108.537;0.09
Bosnia & Herzegovina;1994;34.665;0.3683;17.048;11.784;-108.273;0.11
Bosnia & Herzegovina;1995;37.016;0.3659;14.624;11.347;-108.009;0.11
Bosnia & Herzegovina;1996;46.896;0.5552;12.569;1.154;-107.769;0.12
Bosnia & Herzegovina;1997;90.776;0.8103;15.295;11.734;-107.838;0.12
Bosnia & Herzegovina;1998;114.157;10.912;17.496;11.928;-10.692;0.12
Bosnia & Herzegovina;1999;113.637;13.207;18.485;12.121;-106.316;0.12
Bosnia & Herzegovina;2000;148.117;17.115;18.905;12.315;-105.262;0.03
Bosnia & Herzegovina;2001;14.642;17.184;17.799;12.566;0.163;0.02
Bosnia & Herzegovina;2002;153.723;17.877;17.217;12.818;0.1433;0.02
Bosnia & Herzegovina;2003;157.426;17.434;17.699;1.307;0.3818;0.02
Bosnia & Herzegovina;2004;164.329;1.787;20.053;13.321;0.1397;0.02
Bosnia & Herzegovina;2005;171.332;17.463;19.829;13.573;0.1359;0.02
Bosnia & Herzegovina;2006;187.472;17.913;20.868;1.369;0.1383;0.02
Bosnia & Herzegovina;2007;196.812;17.631;20.193;13.807;0.2614;0.02
Bosnia & Herzegovina;2008;214.852;17.715;19.366;13.924;0.1436;0.02
Bosnia & Herzegovina;2009;212.992;15.528;22.881;14.041;0.1351;0.02
Bosnia & Herzegovina;2010;216.332;14.366;21.618;14.159;0.1364;0.02
Bosnia & Herzegovina;2011;243.975;14.145;2.442;14.157;0.1847;0.02
Bosnia & Herzegovina;2012;228.219;;2.297;14.154;0.2399;0.02
Botswana;1990;36.008;0.1047;8.938;0.1646;95.181;0.03
Botswana;1991;35.683;0.126;84.465;0.17;98.063;0.03
Botswana;1992;41.559;0.1472;81.265;0.1754;100.945;0.03
Botswana;1993;41.434;0.1685;78.405;0.1807;103.827;0.01
Botswana;1994;40.109;0.1897;81.935;0.1861;106.709;0.02
Botswana;1995;41.784;0.211;89.207;0.1915;109.591;0.02
Botswana;1996;39.041;0.2501;10.508;0.1965;12.705;0.02
Botswana;1997;40.498;0.2892;99.678;0.2015;142.332;0.02
Botswana;1998;47.055;0.3283;90.472;0.2065;156.812;0.02
Botswana;1999;47.312;0.3674;88.963;0.2115;139.601;0.03
Botswana;2000;5.027;0.4065;85.585;0.2165;129.082;0.02
Botswana;2001;47.336;0.3259;92.167;0.2204;84.872;0.02
Botswana;2002;48.803;0.2452;83.562;0.2243;176.772;0.02
Botswana;2003;4.817;0.1646;39.286;0.2283;108.691;0.02
Botswana;2004;49.936;0.0839;44.424;0.2322;85.603;0.03
Botswana;2005;53.103;0.0032;47.505;0.2361;116.321;0.03
Botswana;2006;51.245;0.0038;73.206;0.2409;89.494;0.03
Botswana;2007;54.087;0.0043;5.224;0.2456;118.375;0.03
Botswana;2008;55.029;0.0048;115.519;0.2504;96.079;0.05
Botswana;2009;52.272;0.0054;53.804;0.2551;84.733;0.05
Botswana;2010;60.114;0.0059;139.363;0.2599;86.879;0.05
Botswana;2011;5.767;0.0066;167.872;0.2637;107.368;0.05
Botswana;2012;57.025;;73.294;0.2676;105.958;0.06
Brazil;1990;2.128.813;204.869;3.031.572;28.578;10.415.012;3.13
Brazil;1991;2.186.807;218.975;3.130.592;296.492;10.346.248;3.91
Brazil;1992;2.230.506;206.773;3.185.192;307.204;10.369.891;3.98
Brazil;1993;2.291.262;217.142;3.202.989;317.916;10.393.535;4.72
Brazil;1994;2.370.159;224.726;3.276.736;328.628;10.417.179;5.59
Brazil;1995;2.533.561;245.501;3.330.375;33.934;10.440.823;5.7
Brazil;1996;2.727.361;275.738;3.186.822;348.796;10.441.835;6.54
Brazil;1997;2.912.651;291.832;3.260.811;358.252;10.489.402;7.92
Brazil;1998;3.000.628;299.682;336.087;367.708;10.615.034;8.16
Brazil;1999;3.109.854;299.984;3.378.901;377.164;10.583.101;10.58
Brazil;2000;3.239.542;293.325;3.415.319;38.662;10.454.992;11.16
Brazil;2001;3.313.286;299.765;3.542.591;391.182;11.906.172;12.07
Brazil;2002;3.313.766;303.128;3.751.801;395.744;11.961.726;13.49
Brazil;2003;3.257.403;290.918;3.936.929;400.306;11.986.979;13.25
Brazil;2004;3.444.869;300.766;4.112.486;404.868;12.035.737;13.36
Brazil;2005;3.494.385;329.996;4.168.022;40.943;1.216.797;14.22
Brazil;2006;3.541.727;352.793;4.096.783;414.677;7.919.698;14.31
Brazil;2007;369.663;382.882;4.186.664;419.924;8.169.654;15.45
Brazil;2008;3.901.294;416.781;4.094.337;425.171;793.391;18.89
Brazil;2009;3.693.753;422.577;4.160.714;430.418;7.907.839;16.65
Brazil;2010;4.183.704;466.185;4.417.566;435.665;8.234.624;18.39
Brazil;2011;4.373.425;500.197;4.423.708;440.537;7.949.771;19.89
Brazil;2012;4.697.267;538.823;4.444.144;445.408;8.105.942;18.64
Brunei;1990;12.339;0.0024;0.0756;0.0922;22.508;0.22
Brunei;1991;119.351;0.0029;0.077;0.0942;21.986;0.28
Brunei;1992;122.786;0.0034;0.0787;0.0963;21.938;0.3
Brunei;1993;126.922;0.0039;0.0689;0.0983;21.891;0.33
Brunei;1994;130.957;0.0044;0.0692;0.1003;21.844;0.4
Brunei;1995;135.993;0.0049;0.0688;0.1023;21.796;0.42
Brunei;1996;141.321;0.1321;0.0693;0.1048;21.376;0.42
Brunei;1997;14.835;0.1347;0.0781;0.1072;21.678;0.47
Brunei;1998;143.878;0.119;0.0827;0.1097;28.518;0.43
Brunei;1999;145.807;0.1179;0.092;0.1121;21.083;0.38
Brunei;2000;151.436;0.1351;0.0988;0.1146;21.067;0.43
Brunei;2001;151.061;0.1374;0.1058;0.1171;20.331;0.44
Brunei;2002;152.487;0.1506;0.1021;0.1197;20.489;0.47
Brunei;2003;162.112;0.1529;0.1101;0.1222;20.511;0.48
Brunei;2004;159.538;0.1625;0.1144;0.1248;20.353;0.51
Brunei;2005;159.364;0.1794;0.1106;0.1274;2.061;0.52
Brunei;2006;18.279;0.1748;0.1167;0.1299;20.444;0.56
Brunei;2007;178.617;0.1591;0.1244;0.1325;20.395;0.54
Brunei;2008;182.044;0.1875;0.1234;0.135;20.362;0.56
Brunei;2009;18.367;0.1829;0.1241;0.1376;20.901;0.53
Brunei;2010;184.597;0.1892;0.131;0.1402;20.573;0.61
Brunei;2011;193.387;0.2019;0.124;0.1427;20.248;0.64
Brunei;2012;196.577;;0.1351;0.1453;20.222;0.45
Bulgaria;1990;779.375;39.602;112.762;6.623;-9.038;0.89
Bulgaria;1991;594.332;27.472;103.947;66.222;-109.992;1.49
Bulgaria;1992;570.089;25.785;80.914;66.214;-110.333;1.77
Bulgaria;1993;579.146;24.684;65.347;66.206;-110.673;2.02
Bulgaria;1994;553.203;23.729;59.543;66.198;-111.014;1.81
Bulgaria;1995;55.916;24.057;50.979;6.619;-111.355;1.83
Bulgaria;1996;564.654;23.359;5.174;64.764;-111.812;1.41
Bulgaria;1997;536.748;19.913;50.471;63.337;-112.185;0.47
Bulgaria;1998;513.043;19.325;48.375;61.911;-112.409;0.6
Bulgaria;1999;453.637;19.872;4.837;60.484;-112.816;0.23
Bulgaria;2000;446.832;19.577;49.487;59.058;-112.748;0.44
Bulgaria;2001;473.997;1.953;49.835;57.721;-132.013;0.61
Bulgaria;2002;445.662;20.325;5.352;56.385;-134.688;0.7
Bulgaria;2003;488.927;2.068;55.461;55.048;-136.168;0.9
Bulgaria;2004;480.092;25.395;53.163;53.711;-137.639;0.81
Bulgaria;2005;486.557;29.305;47.364;52.375;-139.572;0.9
Bulgaria;2006;499.663;32.921;42.813;51.269;-129.775;0.86
Bulgaria;2007;533.269;35.731;45.473;50.163;-130.327;0.7
Bulgaria;2008;511.875;3.942;47.187;49.057;-132.654;1.01
Bulgaria;2009;44.798;29.479;49.468;47.951;-134.178;1.09
Bulgaria;2010;468.886;27.233;48.392;46.845;-135.381;0.8
Bulgaria;2011;518.067;27.418;54.244;46.476;-136.701;0.74
Bulgaria;2012;470.148;32.926;50.537;46.107;-137.471;0.68
Burkina Faso;1990;;0;100.958;0.4184;137.021;
Burkina Faso;1991;;0.0002;104.507;0.4282;126.366;
Burkina Faso;1992;;0.0004;10.82;0.4379;126.299;
Burkina Faso;1993;;0.0006;111.549;0.4476;126.233;
Burkina Faso;1994;;0.0008;115.617;0.4573;126.167;
Burkina Faso;1995;;0.0156;120.157;0.467;12.61;
Burkina Faso;1996;;0.0165;122.783;0.4769;127.737;
Burkina Faso;1997;;0.0211;129.415;0.4868;127.062;
Burkina Faso;1998;;0.022;132.429;0.4967;132.616;
Burkina Faso;1999;;0.0925;137.287;0.5066;128.774;
Burkina Faso;2000;;0.0568;13.106;0.5165;130.301;
Burkina Faso;2001;;0.0328;129.893;0.5328;119.644;
Burkina Faso;2002;;0.0234;13.611;0.549;124.542;
Burkina Faso;2003;;0.025;164.863;0.5653;120.311;
Burkina Faso;2004;;0.0266;167.143;0.5815;117.554;
Burkina Faso;2005;;0.0283;172.746;0.5978;121.318;
Burkina Faso;2006;;0.0301;169.123;0.6126;12.375;
Burkina Faso;2007;;0.0319;172.278;0.6275;123.647;
Burkina Faso;2008;;0.0337;176.486;0.6424;122.294;
Burkina Faso;2009;;0.0355;18.166;0.6573;12.253;
Burkina Faso;2010;;0.0374;18.902;0.6722;121.876;
Burkina Faso;2011;;0.0409;189.892;0.6893;122.079;
Burkina Faso;2012;;;189.469;0.7065;119.126;
Burundi;1990;;0;12.833;0.2315;89.185;
Burundi;1991;;0.0002;12.956;0.2345;51.839;
Burundi;1992;;0.0005;13.135;0.2375;52.462;
Burundi;1993;;0.0007;12.824;0.2405;53.086;
Burundi;1994;;0.0009;11.788;0.2436;5.371;
Burundi;1995;;0.0011;12.114;0.2466;54.334;
Burundi;1996;;0.0022;11.937;0.25;55.017;
Burundi;1997;;0.0033;12.208;0.2534;55.729;
Burundi;1998;;0.0044;11.394;0.2568;56.552;
Burundi;1999;;0.0055;11.581;0.2602;57.002;
Burundi;2000;;0.0066;11.708;0.2637;57.806;
Burundi;2001;;0.0085;12.109;0.2707;44.713;
Burundi;2002;;0.0105;11.476;0.2777;44.721;
Burundi;2003;;0.0124;11.746;0.2847;44.792;
Burundi;2004;;0.0144;12.358;0.2917;44.713;
Burundi;2005;;0.0163;12.956;0.2987;43.969;
Burundi;2006;;0.0191;13.716;0.3071;3.981;
Burundi;2007;;0.0218;14.146;0.3154;39.562;
Burundi;2008;;0.0246;15.263;0.3237;40.394;
Burundi;2009;;0.0273;16.163;0.3321;39.912;
Burundi;2010;;0.03;17.687;0.3404;3.982;
Burundi;2011;;0.0335;19.073;0.3488;39.701;
Burundi;2012;;;20.079;0.3572;39.757;
Cambodia;1990;;0.0003;130.883;0.2322;279.702;
Cambodia;1991;;0.001;127.969;0.2415;276.712;
Cambodia;1992;;0.0017;132.263;0.2509;276.159;
Cambodia;1993;;0.0025;138.858;0.2602;275.607;
Cambodia;1994;;0.0545;127.969;0.2696;275.054;
Cambodia;1995;29.238;0.0552;145.049;0.279;274.501;0.03
Cambodia;1996;30.032;0.1063;143.433;0.2848;268.114;0.03
Cambodia;1997;31.526;0.0841;143.785;0.2906;277.478;0.03
Cambodia;1998;34.221;0.0876;141.868;0.2964;307.423;0.02
Cambodia;1999;34.715;0.0178;152.503;0.3022;291.451;0.03
Cambodia;2000;35.509;0.0212;141.827;0.308;286.638;0.04
Cambodia;2001;37.721;0.0279;144.242;0.3136;310.454;0.04
Cambodia;2002;38.733;0.0346;148.269;0.3192;31.138;0.03
Cambodia;2003;40.946;0.0413;158.383;0.3248;310.303;0.04
Cambodia;2004;41.458;0.0479;16.684;0.3304;31.407;0.05
Cambodia;2005;4.437;0.0546;167.132;0.3361;312.835;0.05
Cambodia;2006;47.985;0.0631;177.419;0.3422;230.093;0.05
Cambodia;2007;52.899;0.1156;185.965;0.3483;23.506;0.06
Cambodia;2008;54.613;0.4649;182.188;0.3543;229.482;0.06
Cambodia;2009;56.127;0.554;180.918;0.3604;231.065;0.07
Cambodia;2010;57.742;0.4892;18.651;0.3665;233.514;0.08
Cambodia;2011;60.685;0.5005;198.343;0.3735;234.135;0.08
Cambodia;2012;62.628;;190.946;0.3804;232.684;0.09
Cameroon;1990;47.365;587.236;104.429;15.502;1.121.503;0.19
Cameroon;1991;45.337;586.332;10.357;15.951;1.121.419;0.22
Cameroon;1992;44.009;586.418;103.876;16.399;1.121.335;0.21
Cameroon;1993;85.368;586.027;103.846;16.847;1.121.251;0.17
Cameroon;1994;92.301;58.494;104.346;17.296;1.121.166;0.25
Cameroon;1995;90.581;584.915;104.054;17.744;1.121.082;0.26
Cameroon;1996;84.249;583.542;101.466;18.198;1.123.772;0.31
Cameroon;1997;85.887;584.989;104.923;18.652;1.122.852;0.33
Cameroon;1998;87.725;585.484;115.053;19.106;1.143.819;0.19
Cameroon;1999;85.463;585.905;116.519;1.956;1.131.977;0.21
Cameroon;2000;87.617;58.596;130.595;20.014;1.127.663;0.24
Cameroon;2001;83.796;586.273;127.432;20.514;1.111.041;0.25
Cameroon;2002;83.122;585.927;123.412;21.015;1.111.389;0.28
Cameroon;2003;82.275;585.873;133.029;21.515;1.118.039;0.29
Cameroon;2004;86.191;586.149;120.752;22.016;1.112.806;0.25
Cameroon;2005;87.609;585.876;134.378;22.516;1.118.509;0.24
Cameroon;2006;91.334;585.788;126.903;23.046;1.109.725;0.26
Cameroon;2007;101.462;586.434;124.376;23.577;1.108.418;0.36
Cameroon;2008;10.329;585.613;114.133;24.107;1.106.179;0.37
Cameroon;2009;108.819;585.526;113.085;24.637;1.108.296;0.37
Cameroon;2010;10.433;585.438;101.736;25.167;1.106.092;0.35
Cameroon;2011;105.581;58.548;108.175;25.714;1.100.876;0.35
Cameroon;2012;97.378;;106.903;2.626;1.100.813;0.37
Canada;1990;4.762.645;25.639;48.836;180.646;113.132;5.58
Canada;1991;4.731.418;245.725;492.405;182.318;378.031;5.42
Canada;1992;4.882.324;228.098;50.324;183.989;378.031;5.7
Canada;1993;4.894.822;233.737;508.282;185.661;378.031;5.16
Canada;1994;5.073.215;254.032;509.982;187.333;378.031;5.49
Canada;1995;5.209.527;254.138;534.851;189.004;378.031;5.75
Canada;1996;5.378.791;247.543;559.963;190.677;277.192;6
Canada;1997;5.565.638;237.358;552.089;192.351;157.141;5.88
Canada;1998;5.642.897;225.596;569.392;194.024;782.459;6.59
Canada;1999;5.753.333;215.814;558.311;195.697;349.145;6.38
Canada;2000;597.834;203.393;544.725;197.371;146.311;6.42
Canada;2001;5.890.744;211.168;544.894;200.335;2.379.662;6.81
Canada;2002;5.955.483;219.455;561.545;20.33;2.904.879;5.51
Canada;2003;6.178.123;227.999;560.739;206.265;2.854.633;3.71
Canada;2004;6.119.545;237.056;575.168;20.923;2.650.941;4.62
Canada;2005;6.177.381;24.549;590.776;212.195;2.667.967;5.31
Canada;2006;6.105.732;240.929;558.234;213.977;140.497;4.72
Canada;2007;6.404.817;239.263;591.281;215.759;1.274.589;4.26
Canada;2008;6.263.932;226.862;577.073;217.541;1.340.392;4.25
Canada;2009;5.929.324;208.121;559.087;219.323;1.044.338;4.36
Canada;2010;6.055.549;209.973;562.158;221.106;1.555.665;5.54
Canada;2011;6.126.479;216.909;572.446;222.861;1.292.186;4.48
Canada;2012;6.115.731;226.025;574.713;224.616;1.421.591;4.54
Cape Verde;1990;;0;0.0876;0.0304;-0.0024;
Cape Verde;1991;;0;0.0952;0.0312;-0.5052;
Cape Verde;1992;;0;0.1219;0.032;-0.5054;
Cape Verde;1993;;0;0.1231;0.0328;-0.5266;
Cape Verde;1994;;0;0.1026;0.0337;-0.5058;
Cape Verde;1995;;0.0001;0.1271;0.0345;-0.506;
Cape Verde;1996;;0.0001;0.0934;0.0327;-0.5272;
Cape Verde;1997;;0.0002;0.1061;0.031;-0.5064;
Cape Verde;1998;;0.0002;0.1208;0.0292;-0.5066;
Cape Verde;1999;;0.0003;0.1255;0.0275;-0.5278;
Cape Verde;2000;;0.0003;0.1193;0.0257;-0.507;
Cape Verde;2001;;0.0004;0.1239;0.0262;-0.0732;
Cape Verde;2002;;0.0005;0.1231;0.0267;-0.0732;
Cape Verde;2003;;0.0006;0.1242;0.0272;-0.0733;
Cape Verde;2004;;0.0007;0.132;0.0277;-0.0734;
Cape Verde;2005;;0.0009;0.1413;0.0282;-0.0735;
Cape Verde;2006;;0.001;0.1544;0.0286;-0.0732;
Cape Verde;2007;;0.0011;0.1664;0.0291;-0.0732;
Cape Verde;2008;;0.0013;0.1812;0.0295;-0.0628;
Cape Verde;2009;;0.0014;0.1879;0.03;-0.0818;
Cape Verde;2010;;0.0016;0.1951;0.0304;-0.0101;
Cape Verde;2011;;0.0018;0.1972;0.0309;-0.0101;
Cape Verde;2012;;;0.2005;0.0313;-0.2003;
Central African Republic;1990;;0;172.143;28.258;156.417;
Central African Republic;1991;;0.0001;174.974;28.361;156.417;
Central African Republic;1992;;0.0003;175.266;28.464;156.416;
Central African Republic;1993;;0.0004;175.541;28.567;156.416;
Central African Republic;1994;;0.0006;176.398;2.867;156.416;
Central African Republic;1995;;0.0007;177.537;28.773;156.415;
Central African Republic;1996;;0.0014;177.454;28.873;16.058;
Central African Republic;1997;;0.0021;17.911;28.973;188.339;
Central African Republic;1998;;0.0028;19.773;29.073;216.973;
Central African Republic;1999;;0.0035;175.318;29.173;204.406;
Central African Republic;2000;;0.0042;203.481;29.273;188.535;
Central African Republic;2001;;0.0055;187.976;29.361;13.249;
Central African Republic;2002;;0.0067;165.786;29.449;13.328;
Central African Republic;2003;;0.008;223.382;29.537;136.938;
Central African Republic;2004;;0.0092;182.457;29.625;133.588;
Central African Republic;2005;;0.0105;202.493;29.713;138.569;
Central African Republic;2006;;0.0122;199.429;29.821;140.806;
Central African Republic;2007;;0.014;204.248;2.993;141.995;
Central African Republic;2008;;0.0157;215.782;30.039;142.161;
Central African Republic;2009;;0.0175;164.976;30.147;141.179;
Central African Republic;2010;;0.0192;186.669;30.256;141.562;
Central African Republic;2011;;0.0215;200.572;30.379;140.789;
Central African Republic;2012;;;162.711;30.502;140.192;
Chad;1990;;0;146.857;0.9085;181.292;
Chad;1991;;0.0001;14.895;0.9336;18.058;
Chad;1992;;0.0003;150.716;0.9588;180.517;
Chad;1993;;0.0004;152.132;0.9839;180.455;
Chad;1994;;0.0005;153.622;1.009;180.392;
Chad;1995;;0.0007;156.777;10.342;180.329;
Chad;1996;;0.0013;158.449;10.675;183.036;
Chad;1997;;0.002;162.574;11.009;19.261;
Chad;1998;;0.0026;16.212;11.343;224.898;
Chad;1999;;0.0033;172.127;11.677;223.706;
Chad;2000;;0.0039;188.561;12.011;200.898;
Chad;2001;;0.0051;176.903;12.409;167.509;
Chad;2002;;0.0063;193.285;12.808;167.682;
Chad;2003;;0.0074;200.509;13.206;165.619;
Chad;2004;;0.0086;196.333;13.605;165.352;
Chad;2005;;0.0098;205.189;14.004;165.781;
Chad;2006;;0.0114;198.198;14.316;152.974;
Chad;2007;;0.013;207.832;14.627;151.881;
Chad;2008;;0.0147;204.003;14.939;151.158;
Chad;2009;;0.0163;189.623;15.251;149.817;
Chad;2010;;0.018;194.645;15.563;15.075;
Chad;2011;;0.0199;207.928;1.586;15.25;
Chad;2012;;;20.408;16.157;15.269;
Chile;1990;355.942;12.564;93.455;19.874;51.029;1.14
Chile;1991;34.501;13.516;93.831;20.072;-126.418;1.17
Chile;1992;364.949;15.788;96.931;20.269;-126.058;1.21
Chile;1993;369.567;17.949;100.846;20.466;-125.699;1.33
Chile;1994;40.683;18.095;10.544;20.664;-125.339;1.67
Chile;1995;432.076;1.978;108.377;20.861;-12.498;1.76
Chile;1996;493.324;21.854;110.779;2.112;-124.819;1.48
Chile;1997;560.184;22.645;113.761;21.379;-123.028;1.75
Chile;1998;572.744;23.692;114.265;21.637;-123.502;2.25
Chile;1999;605.004;1.972;11.522;21.896;-122.747;2.4
Chile;2000;557.281;21.684;115.491;22.155;-123.737;2.98
Chile;2001;539.135;23.112;115.353;2.295;-71.719;3.2
Chile;2002;55.027;23.587;115.952;23.744;-70.467;3.17
Chile;2003;570.025;25.125;113.644;24.539;-70.205;3.84
Chile;2004;618.479;26.737;120.804;25.333;-70.198;4.14
Chile;2005;623.504;28.458;118.117;26.128;-69.144;4.35
Chile;2006;640.333;29.808;117.374;26.478;-73.777;5.11
Chile;2007;698.534;32.258;117.412;26.828;-7.104;5.13
Chile;2008;722.828;33.974;123.276;27.178;-72.267;5.23
Chile;2009;695.647;31.037;121.234;27.528;-71.149;3.91
Chile;2010;74.071;31.801;120.774;27.877;-72.067;2.8
Chile;2011;803.984;35.244;12.084;28.099;-7.115;2.88
Chile;2012;821.978;3.6;120.964;2.832;-69.876;2.64
China;1990;24.961.359;1.145.708;5.426.686;1.675.858;-1.025.258;5.58
China;1991;26.127.749;1.372.511;5.464.432;169.571;-307.091;7.18
China;1992;27.288.539;1.664.094;5.496.001;1.715.561;-3.097.462;11.16
China;1993;29.355.728;1.975.865;5.313.061;1.735.412;-3.124.014;9.7
China;1994;30.573.718;2.255.906;5.482.965;1.755.263;-3.150.566;10.72
China;1995;33.117.708;2.543.128;5.934.502;1.775.114;-3.177.118;11.05
China;1996;33.724.791;2.693.582;6.161.224;1.791.121;-3.203.132;12.29
China;1997;33.364.373;2.870.234;6.022.228;1.807.127;-3.229.613;10.02
China;1998;34.045.656;3.065.499;6.025.551;1.823.134;-3.253.656;10.53
China;1999;32.972.239;3.324.188;6.175.264;183.914;-3.281.275;10.74
China;2000;35.591.022;3.518.097;6.052.297;1.855.147;-3.305.916;12.83
China;2001;36.723.385;4.016.741;6.118.445;1.866.098;-3.679.362;14.5
China;2002;39.087.248;4.515.018;6.560.568;187.705;-3.691.309;16.24
China;2003;45.071.111;5.377.643;6.531.577;1.888.002;-366.468;16.61
China;2004;51.949.274;6.094.954;6.641.953;1.898.954;-369.853;22.25
China;2005;57.878.838;6.767.088;6.894.401;1.909.905;-3.709.797;26.59
China;2006;63.075.246;7.637.077;7.211.393;1.919.435;-2.924.912;30.84
China;2007;67.197.454;8.290.194;7.357.194;1.928.964;-2.922.861;34.17
China;2008;69.024.862;8.516.931;7.978.561;1.938.494;-2.907.844;33.53
China;2009;7.214.717;9.766.034;8.445.444;1.948.023;-290.825;36.18
China;2010;76.837.878;1.067.629;8.175.188;1.957.553;-2.916.342;44.07
China;2011;83.922.507;12.212.343;7.856.236;1.966.786;-2.916.699;47.57
China;2012;86.497.936;12.965.457;8.315.574;197.602;-2.912.121;47.84
Colombia;1990;541.078;32.406;518.171;79.478;502.026;1.89
Colombia;1991;560.242;32.773;514.221;82.094;452.636;1.93
Colombia;1992;587.754;35.411;518.509;84.711;452.643;2.17
Colombia;1993;639.371;41.091;527.005;87.328;45.265;2.09
Colombia;1994;644.963;48.162;535.327;89.945;452.658;2.53
Colombia;1995;673.266;48.675;534.795;92.561;452.665;2.72
Colombia;1996;682.852;47.494;543.764;93.922;45.204;2.7
Colombia;1997;723.277;46.532;538.114;95.282;455.308;2.87
Colombia;1998;735.209;51.542;543.678;96.642;455.532;2.73
Colombia;1999;661.095;52.888;521.734;98.002;453.387;2.6
Colombia;2000;68.418;56.946;529.809;99.363;456.735;2.63
Colombia;2001;690.711;44.276;532.032;10.157;45.762;2.96
Colombia;2002;674.342;45.016;535.092;103.778;455.033;2.71
Colombia;2003;672.273;50.555;545.733;105.985;458.881;2.72
Colombia;2004;679.203;54.849;546.022;108.193;455.255;3.01
Colombia;2005;697.134;67.351;559.418;11.04;454.043;2.97
Colombia;2006;700.716;67.596;56.36;111.765;454.439;3.48
Colombia;2007;708.521;72.567;578.214;11.313;457.426;3.16
Colombia;2008;723.741;69.368;573.384;114.495;454.372;3.45
Colombia;2009;746.969;63.127;580.536;115.861;454.902;3.58
Colombia;2010;762.166;64.215;592.155;117.226;454.453;4.36
Colombia;2011;827.689;71.662;549.469;118.497;453.862;4.79
