Country;Year;Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e)
Fiji;1997;0.382204;0.692246182;0.407848811
Fiji;1998;0.351628;0.686170873;0.396714824
Fiji;1999;0.448966;0.661115565;0.369610838
Fiji;2000;0.513654;0.660910256;0.346886851
Fiji;2001;0.641306;0.67319961;0.366779428
Fiji;2002;0.364996;0.646428963;0.381722005
Fiji;2003;0.38947;0.640808317;0.333844583
Fiji;2004;0.659106;0.64437767;0.37128716
Fiji;2005;0.892418;0.639947023;0.357739737
Fiji;2006;0.524034;0.641093697;0.344322548
Fiji;2007;0.362522;0.65093037;0.34680536
Fiji;2008;0.237976;0.649207044;0.363538171
Fiji;2009;0.003174;0.665153717;0.344940983
Fiji;2010;0.450222;0.646430391;0.336733794
Fiji;2011;0.397688;0.641359919;0.345280281
Fiji;2012;0.68784;0.642389447;0.345786767
Finland;1990;38.463.108;7.084.026.963;1.185.865.584
Finland;1991;3.287.857;6.919.371.058;11.561.636
Finland;1992;30.486.376;6.840.985.152;1.159.531.616
Finland;1993;31.292.876;6.785.619.247;1.166.622.632
Finland;1994;37.760.592;6.782.543.341;1.181.427.648
Finland;1995;32.351.982;6.663.237.436;1.183.994.664
Finland;1996;38.469.642;6.531.715.201;1.161.773.939
Finland;1997;36.155.812;6.383.352.967;1.145.549.215
Finland;1998;32.883.986;6.185.230.732;1.116.857.491
Finland;1999;32.173.462;5.976.938.498;1.096.974.767
Finland;2000;31.263.692;5.775.916.263;1.077.934.042
Finland;2001;4.469.027;555.879.369;1.035.199.035
Finland;2002;47.379.032;5.379.081.118;1.009.247.028
Finland;2003;55.804.432;5.174.518.545;9.616.030.206
Finland;2004;52.020.134;4.937.645.973;9.285.140.133
Finland;2005;4.007.542;47.490.234;906.461.006
Finland;2006;73.092.236;4.705.325.158;8.757.573.815
Finland;2007;70.793.188;4.607.496.917;8.856.007.569
Finland;2008;62.923.188;4.553.548.675;9.049.641.323
Finland;2009;60.778.772;4.498.460.433;8.643.135.077
Finland;2010;68.648.772;4.481.492.191;8.739.358.831
Finland;2011;61.656.222;4.474.379.361;8.736.511.209
Finland;2012;55.648.772;445.395.653;8.695.583.587
France;1990;36.256.958;6.453.352.901;631.121.131
France;1991;37.007.294;6.482.166.125;6.428.175.069
France;1992;355.622.942;6.430.294.349;6.177.303.828
France;1993;335.998.592;6.357.167.573;6.192.036.587
France;1994;331.686.344;6.409.041.798;6.293.243.346
France;1995;340.331.322;6.488.846.022;6.405.507.105
France;1996;354.916.396;6.495.438.407;6.294.051.572
France;1997;34.807.156;6.487.448.793;6.026.863.039
France;1998;374.436.388;6.384.099.178;5.749.066.506
France;1999;36.886.909;6.421.461.563;5.518.717.972
France;2000;364.412.196;6.401.194.949;5.078.847.439
France;2001;318.630.122;6.393.023.209;5.029.047.286
France;2002;310.741.352;630.575.147;4.874.606.132
France;2003;317.125.342;6.195.072.731;4.804.487.979
France;2004;317.244.184;6.086.489.991;4.775.108.825
France;2005;319.780.676;6.039.414.252;4.583.987.672
France;2006;36.648.678;6.048.292.351;4.516.168.913
France;2007;359.765.262;6.070.292.449;4.577.435.155
France;2008;353.573.974;6.128.585.548;4.391.575.396
France;2009;333.140.296;6.094.995.647;4.204.826.638
France;2010;339.298.202;6.056.735.745;4.205.379.879
France;2011;313.480.002;5.980.476.319;410.354.066
France;2012;3.187.759.892;5.972.574.893;412.127.944
Gabon;1990;4.551.594;1.473.112.063;1.079.609.468
Gabon;1991;4.723.764;1.501.245.492;1.082.242.507
Gabon;1992;4.996.214;152.875.892;1.083.435.547
Gabon;1993;5.123.542;1.554.612.348;1.083.718.587
Gabon;1994;4.879.588;1.578.995.777;1.077.201.627
Gabon;1995;5.044.244;1.602.709.205;1.065.324.667
Gabon;1996;514.891;1.469.573.274;0.909823981
Gabon;1997;5.266.248;1.331.357.343;0.776583296
Gabon;1998;5.366.278;1.198.461.412;0.625012611
Gabon;1999;5.255.226;1.065.815.481;0.474861925
Gabon;2000;5.104.196;0.91704955;0.30720124
Gabon;2001;4.990.812;0.903021459;0.280636285
Gabon;2002;474.435;0.918923368;0.30989133
Gabon;2003;482.791;0.940075276;0.318286376
Gabon;2004;486.832;0.972627185;0.356821421
Gabon;2005;507.127;0.964359094;0.331386466
Gabon;2006;44.362;0.993929482;0.358622562
Gabon;2007;4.376.344;1.011.799.869;0.370968658
Gabon;2008;4.426.294;1.069.300.257;0.378154753
Gabon;2009;4.596.246;1.006.720.645;0.361660849
Gabon;2010;4.800.408;1.011.771.032;0.348796945
Gabon;2011;5.519.668;1.077.650.958;0.382892994
Gabon;2012;54.182;1.100.740.883;0.423569044
The Gambia;1990;0.197728;3.359.656.583;0.36205043
The Gambia;1991;-0.253454;3.489.854.293;0.376538871
The Gambia;1992;-0.253394;3.597.272.004;0.374747312
The Gambia;1993;-0.242342;3.702.939.715;0.375945753
The Gambia;1994;-0.242272;3.848.737.425;0.377384194
The Gambia;1995;-0.234884;3.980.475.136;0.379122635
The Gambia;1996;-0.234824;4.094.443.721;0.369623369
The Gambia;1997;-0.234764;4.202.232.305;0.360594103
The Gambia;1998;-0.216384;4.324.030.889;0.375454837
The Gambia;1999;-0.19433;4.597.489.474;0.419065571
The Gambia;2000;-0.17595;4.686.918.058;0.418516305
The Gambia;2001;-0.173122;4.763.589.485;0.416620581
The Gambia;2002;-0.139916;4.824.870.912;0.381914858
The Gambia;2003;-0.139676;4.950.432.339;0.381789134
The Gambia;2004;-0.132118;5.184.743.766;0.449533411
The Gambia;2005;-0.131878;5.317.625.193;0.438497687
The Gambia;2006;-0.117182;5.554.783.109;0.510547646
The Gambia;2007;-0.062382;5.653.161.024;0.474417604
The Gambia;2008;-0.044222;585.778.894;0.473437562
The Gambia;2009;-0.018734;6.213.136.856;0.49044752
The Gambia;2010;0.017756;6.379.034.772;0.474157479
The Gambia;2011;-0.0337;6.306.108.007;0.473249731
The Gambia;2012;0.01701;6.458.741.242;0.400381983
Georgia;1990;;;
Georgia;1991;;;
Georgia;1992;20.139.152;9.588.368.308;1.974.180.181
Georgia;1993;12.204.024;798.575.078;1.646.907.423
Georgia;1994;6.359.946;6.552.463.252;1.345.014.666
Georgia;1995;4.084.876;5.249.505.723;1.225.091.908
Georgia;1996;2.337.208;5.570.046.085;1.299.326.398
Georgia;1997;1.454.578;5.891.226.446;1.391.200.889
Georgia;1998;0.969498;6.192.536.807;1.430.655.379
Georgia;1999;0.496184;6.516.497.169;153.140.987
Georgia;2000;0.780118;691.342.753;158.416.436
Georgia;2001;0.129064;673.873.553;1.558.566.246
Georgia;2002;-0.412532;652.917.353;1.546.238.132
Georgia;2003;-0.221932;635.347.153;1.529.920.019
Georgia;2004;0.073422;6.156.159.531;1.575.711.905
Georgia;2005;1.054.714;5.818.457.531;1.624.303.791
Georgia;2006;1.523.634;5.774.882.776;1.582.826.678
Georgia;2007;2.281.574;5.532.408.022;1.522.559.564
Georgia;2008;1.491.464;5.407.763.268;1.508.922.451
Georgia;2009;2.314.882;5.354.638.514;1.524.725.338
Georgia;2010;1.856.208;5.297.523.759;1.485.768.224
Georgia;2011;3.237.672;5.350.311.957;1.441.590.916
Georgia;2012;335.598;5.434.090.155;1.524.953.607
Germany;1990;916.461.994;1.167.695.385;715.381.878
Germany;1991;879.754.822;1.112.576.555;7.051.552.894
Germany;1992;842.315.546;1.044.674.426;6.884.247.009
Germany;1993;834.762.086;1.008.027.997;6.844.707.124
Germany;1994;823.422.636;9.800.863.679;6.990.820.238
Germany;1995;820.535.326;9.552.198.387;7.038.571.353
Germany;1996;847.872.142;9.191.723.469;6.615.497.332
Germany;1997;818.770.466;884.956.855;623.083.831
Germany;1998;811.774.246;8.419.742.631;5.852.144.289
Germany;1999;780.959.086;8.046.242.712;5.496.575.268
Germany;2000;778.365.104;7.643.504.794;4.954.047.247
Germany;2001;808.290.202;7.353.080.879;4.941.048.426
Germany;2002;795.151.078;7.031.880.965;4.891.513.606
Germany;2003;796.526.526;6.673.079.051;4.874.401.786
Germany;2004;780.096.488;6.321.775.137;4.890.014.966
Germany;2005;763.736.998;6.037.370.222;4.869.590.145
Germany;2006;753.708.526;5.785.754.847;4.752.427.303
Germany;2007;72.106.308;5.599.841.472;4.910.150.461
Germany;2008;728.004.828;5.469.470.098;4.856.061.619
Germany;2009;67.054.415;5.266.398.723;4.899.837.777
Germany;2010;709.496.572;5.043.101.348;5.030.302.935
Germany;2011;683.730.784;4.985.440.274;4.743.579.983
Germany;2012;696.991.455;49.478.382;4.596.353.031
Ghana;1990;39.422.708;5.202.484.721;4.042.273.515
Ghana;1991;38.888.768;5.461.194.479;4.133.466.014
Ghana;1992;39.466.746;5.532.164.238;4.107.848.514
Ghana;1993;39.600.756;5.674.553.996;4.142.331.013
Ghana;1994;39.962.782;5.827.813.754;4.153.553.512
Ghana;1995;40.263.218;5.988.543.513;4.174.756.011
Ghana;1996;40.724.556;6.082.296.504;4.076.238.637
Ghana;1997;40.965.894;6.584.439.495;4.248.271.262
Ghana;1998;42.845.328;7.789.532.487;5.083.033.887
Ghana;1999;43.424.996;7.116.385.478;4.293.016.513
Ghana;2000;4.265.771;7.877.288.469;4.970.749.138
Ghana;2001;37.499.122;7.795.838.861;4.963.339.105
Ghana;2002;38.755.852;7.742.349.252;4.563.979.071
Ghana;2003;38.542.572;8.310.129.643;5.041.899.038
Ghana;2004;38.119.302;7.890.170.035;4.140.419.004
Ghana;2005;3.861.839;9.257.680.426;5.630.238.971
Ghana;2006;3.969.627;9.057.209.567;5.417.697.337
Ghana;2007;4.040.618;8.840.688.708;4.906.775.702
Ghana;2008;3.985.609;8.998.817.848;4.998.534.068
Ghana;2009;4.125.601;8.901.936.989;4.745.852.433
Ghana;2010;42.942.704;903.139.613;4.799.640.799
Ghana;2011;43.833.072;9.610.924.021;5.334.632.462
Ghana;2012;4.418.807;9.406.091.913;5.123.264.126
Greece;1990;7.845.943;1.047.599.816;8.216.360.542
Greece;1991;75.189.404;1.044.302.561;8.126.514.866
Greece;1992;76.464.394;1.043.118.306;789.399.919
Greece;1993;77.273.314;104.823.905;7.401.753.515
Greece;1994;78.782.422;1.053.830.795;7.497.047.839
Greece;1995;82.342.846;106.256.754;7.239.912.163
Greece;1996;82.391.056;1.063.973.015;7.396.972.771
Greece;1997;83.560.882;1.066.335.489;7.180.463.379
Greece;1998;87.145;1.076.242.964;7.137.823.987
Greece;1999;86.684.134;1.054.345.439;7.030.284.595
Greece;2000;94.445.252;1.060.579.913;7.042.195.203
Greece;2001;9.623.885;1.036.138.609;6.819.425.868
Greece;2002;96.285.528;1.004.381.305;6.762.666.534
Greece;2003;100.312.314;9.900.330.004;68.457.072
Greece;2004;10.008.376;9.896.106.961;6.488.527.865
Greece;2005;101.902.162;9.665.323.917;6.283.218.531
Greece;2006;100.502.738;9.453.959.086;6.016.829.402
Greece;2007;104.767.748;9.498.454.254;5.867.960.273
Greece;2008;101.070.876;9.156.409.423;6.004.741.144
Greece;2009;96.752.934;8.990.254.591;5.528.902.015
Greece;2010;9.019.373;8.849.499.759;5.858.712.886
Greece;2011;88.362.926;8.857.998.112;5.843.185.769
Greece;2012;83.019.506;8.763.286.464;5.634.908.651
Grenada;1990;0.10992;145.120.055;0.006849553
Grenada;1991;0.113584;1.462.067.037;0.006725485
Grenada;1992;0.120912;1.472.943.525;0.006741417
Grenada;1993;0.124576;1.483.850.013;0.00672735
Grenada;1994;0.142896;1.494.756.501;0.006883282
Grenada;1995;0.153888;1.505.672.988;0.006979214
Grenada;1996;0.157552;1.517.537.354;0.006804195
Grenada;1997;0.172208;152.941.172;0.006689176
Grenada;1998;0.175872;1.541.256.086;0.006604157
Grenada;1999;0.194192;1.553.220.452;0.006839138
Grenada;2000;0.190528;1.564.894.818;0.006284119
Grenada;2001;0.546192;1.574.080.574;0.00634802
Grenada;2002;0.557184;158.324.633;0.00659192
Grenada;2003;0.568176;1.592.482.086;0.006705821
Grenada;2004;0.557184;1.601.627.842;0.006679721
Grenada;2005;0.568176;1.610.763.598;0.006653622
Grenada;2006;0.054832;162.068.749;0.006989875
Grenada;2007;0.06216;1.630.811.383;0.007116128
Grenada;2008;0.084144;1.640.725.275;0.00723238
Grenada;2009;0.076816;1.650.689.168;0.007338633
Grenada;2010;0.084144;166.027.306;0.007104886
Grenada;2011;0.076816;1.669.172.508;0.00714046
Grenada;2012;0.25529;1.678.051.955;0.007176035
Guatemala;1990;20.642.332;5.463.621.584;2.797.204.062
Guatemala;1991;19.384.204;5.547.298.147;2.953.910.118
Guatemala;1992;2.017.161;576.237.471;3.072.576.173
Guatemala;1993;20.401.768;5.964.741.273;3.204.962.228
Guatemala;1994;20.721.462;5.872.477.836;3.197.318.283
Guatemala;1995;21.638.868;5.893.504.399;3.239.814.338
Guatemala;1996;21.465.272;5.966.960.136;3.229.308.175
Guatemala;1997;21.839.926;5.942.985.872;3.241.942.013
Guatemala;1998;23.539.236;7.248.721.608;372.755.585
Guatemala;1999;23.449.922;6.355.997.344;3.439.149.687
Guatemala;2000;24.688.848;7.070.783.081;3.758.963.524
Guatemala;2001;25.034.078;6.197.814.455;337.023.985
Guatemala;2002;25.695.358;636.748.583;3.338.216.176
Guatemala;2003;25.706.628;8.172.637.204;4.440.692.502
Guatemala;2004;26.436.826;6.383.708.579;3.789.438.827
Guatemala;2005;26.927.024;8.620.079.953;4.783.545.153
Guatemala;2006;27.573.884;6.687.781.415;3.974.904.487
Guatemala;2007;2.845.549;7.583.402.877;4.269.183.821
Guatemala;2008;272.358;7.431.374.339;3.903.393.155
Guatemala;2009;28.340.686;82.086.158;4.462.812.489
Guatemala;2010;27.067.268;7.739.147.262;4.385.191.823
Guatemala;2011;26.968.416;7.774.316.763;4.651.711.832
Guatemala;2012;2.633.127;7.840.876.263;4.662.211.841
Guinea;1990;14.729.412;4.357.938.162;2.386.963.974
Guinea;1991;14.307.422;4.563.291.725;2.465.525.799
Guinea;1992;14.307.602;4.779.925.287;2.539.777.623
Guinea;1993;14.337.094;500.690.885;2.632.369.448
Guinea;1994;1.446.185;5.256.692.412;2.745.571.272
Guinea;1995;14.484.014;5.509.315.975;2.853.283.097
Guinea;1996;14.505.778;5.591.632.638;2.845.080.395
Guinea;1997;14.495.996;5.803.769.301;2.912.387.694
Guinea;1998;14.466.276;6.499.575.964;3.445.394.992
Guinea;1999;14.514.018;6.294.952.627;312.698.229
Guinea;2000;14.509.686;644.811.929;3.287.259.589
Guinea;2001;14.505.766;6.308.502.378;3.325.862.031
Guinea;2002;14.540.114;6.889.795.466;3.958.034.473
Guinea;2003;1.456.933;6.842.048.554;3.621.206.915
Guinea;2004;145.784;6.974.081.642;3.684.829.357
Guinea;2005;14.410.888;729.454.473;3.929.071.799
Guinea;2006;14.441.918;7.630.310.802;4.070.093.288
Guinea;2007;1.447.383;7.669.116.873;3.874.624.777
Guinea;2008;1.524.686;8.213.322.945;4.498.786.265
Guinea;2009;1.533.689;8.215.869.016;4.377.747.754
Guinea;2010;15.673.542;8.374.995.087;4.328.969.243
Guinea;2011;15.851.072;8.405.249.149;4.235.970.443
Guinea;2012;1.464.881;939.503.321;4.801.301.643
Guinea-Bissau;1990;1.712.306;0.633364064;0.49049464
Guinea-Bissau;1991;171.499;0.638937722;0.493728805
Guinea-Bissau;1992;1.720.474;0.657491379;0.50410297
Guinea-Bissau;1993;1.740.614;0.666215037;0.514287136
Guinea-Bissau;1994;1.742.434;0.677808695;0.522931301
Guinea-Bissau;1995;1.747.928;0.695102352;0.531915466
Guinea-Bissau;1996;1.753.412;0.660242641;0.523164728
Guinea-Bissau;1997;1.733.238;0.675972929;0.51832399
Guinea-Bissau;1998;1.643.468;0.827843218;0.581103253
Guinea-Bissau;1999;1.667.282;1.021.143.506;0.689632515
Guinea-Bissau;2000;162.146;0.861023795;0.616251777
Guinea-Bissau;2001;1.612.994;0.744307637;0.607595615
Guinea-Bissau;2002;1.618.648;0.749171479;0.609479452
Guinea-Bissau;2003;1.660.862;0.768575321;0.634223289
Guinea-Bissau;2004;167.032;0.710209163;0.555547127
Guinea-Bissau;2005;1.683.202;0.704653005;0.508970964
Guinea-Bissau;2006;2.425.076;0.813474362;0.642770937
Guinea-Bissau;2007;2.435.302;0.786435719;0.58140091
Guinea-Bissau;2008;2.427.158;0.809547076;0.589620883
Guinea-Bissau;2009;2.430.056;0.835718433;0.603580855
Guinea-Bissau;2010;242.929;0.91036979;0.678070828
Guinea-Bissau;2011;2.432.228;0.921139343;0.684572147
Guinea-Bissau;2012;264.233;0.991668896;0.772443465
Guyana;1990;4.862.684;0.750519432;0.686538282
Guyana;1991;4.844.364;0.920837481;0.737208699
Guyana;1992;4.774.748;0.968905529;0.733569117
Guyana;1993;4.774.748;1.070.343.577;0.737199534
Guyana;1994;51.155;1.055.931.625;0.726009951
Guyana;1995;5.196.108;1.221.469.674;0.762320368
Guyana;1996;5.226.658;1.211.558.522;0.752566628
Guyana;1997;5.277.114;124.951.737;0.778792888
Guyana;1998;5.637.448;1.376.256.218;0.838229149
Guyana;1999;5.256.302;1.206.165.066;0.767695409
Guyana;2000;5.167.226;1.014.753.915;0.721181669
Guyana;2001;508.985;1.027.532.293;0.716125054
Guyana;2002;5.084.684;0.927200672;0.737548439
Guyana;2003;5.754.658;1.377.389.051;0.836501824
Guyana;2004;5.226.846;1.010.067.429;0.812485208
Guyana;2005;5.440.858;1.120.285.808;0.760958593
Guyana;2006;5.022.378;0.97500896;0.735415477
Guyana;2007;5.302.574;0.996762112;0.74144236
Guyana;2008;529.614;1.081.815.264;0.815359244
Guyana;2009;5.471.308;1.213.758.416;0.790186127
Guyana;2010;5.214.996;1.064.681.568;0.777833011
Guyana;2011;5.306.694;1.123.011.138;0.735713109
Guyana;2012;55.199;1.282.340.707;0.806543206
Haiti;1990;1.351.308;2.521.579.768;1.124.203.671
Haiti;1991;1.167.766;2.657.117.995;1.198.481.349
Haiti;1992;1.072.068;2.967.796.221;1.342.939.027
Haiti;1993;0.864386;2.868.104.448;1.293.036.706
Haiti;1994;0.33305;2.859.902.675;1.297.504.384
Haiti;1995;1.043;2.887.360.901;1.318.492.063
Haiti;1996;119.295;2.933.602.241;1.346.068.497
Haiti;1997;14.329;3.080.833.581;1.447.544.932
Haiti;1998;145.285;313.003.492;1.504.851.367
Haiti;1999;15.228;318.878.626;1.509.747.802
Haiti;2000;155.275;34.107.776;1.679.434.237
Haiti;2001;1.796.482;3.450.179.763;1.681.001.988
Haiti;2002;2.026.856;3.496.461.926;1.644.629.739
Haiti;2003;1.936.936;3.537.344.089;165.845.749
Haiti;2004;2.194.334;3.551.756.252;1.659.805.241
Haiti;2005;2.284.404;3.591.788.416;1.674.542.992
Haiti;2006;2.334.286;3.601.899.886;1.675.729.884
Haiti;2007;2.614.246;3.643.581.357;1.698.056.776
Haiti;2008;2.614.206;3.657.522.827;1.699.383.669
Haiti;2009;2.534.176;3.700.924.298;1.720.640.561
Haiti;2010;2.394.136;3.730.595.769;1.735.717.453
Haiti;2011;2.434.096;3.758.830.274;1.741.792.652
Haiti;2012;223.117;376.168.478;1.736.047.851
Honduras;1990;42.728.966;6.326.067.992;2.018.910.852
Honduras;1991;42.743.736;639.362.013;2.082.595.912
Honduras;1992;43.038.202;6.442.602.268;2.077.950.971
Honduras;1993;43.221.282;6.187.404.406;2.041.616.031
Honduras;1994;43.586.436;6.530.586.544;1.985.911.091
Honduras;1995;44.224.182;6.413.128.682;2.310.256.151
Honduras;1996;44.294.216;648.327.193;2.174.703.709
Honduras;1997;44.458.288;6.729.325.179;2.473.801.267
Honduras;1998;45.101.458;6.873.618.427;2.586.018.825
Honduras;1999;45.188.212;6.390.951.676;2.460.636.383
Honduras;2000;4.548.855;6.670.214.925;2.723.283.941
Honduras;2001;345.379;6.453.404.506;2.411.265.414
Honduras;2002;34.792.414;6.872.604.088;2.077.146.888
Honduras;2003;35.410.208;8.190.743.669;2.759.438.362
Honduras;2004;36.228.306;7.589.653.251;2.545.669.836
Honduras;2005;36.320.452;8.337.922.832;292.194.131
Honduras;2006;35.020.158;795.197.905;2.816.639.485
Honduras;2007;36.779.238;8.006.215.267;277.684.766
Honduras;2008;36.547.022;8.172.321.485;2.570.465.835
Honduras;2009;36.037.174;8.481.457.702;2.742.954.011
Honduras;2010;3.604.259;8.489.073.919;2.706.382.186
Honduras;2011;36.362.742;8.790.713.971;3.030.086.014
Honduras;2012;3.604.315;8.664.474.024;2.885.819.842
Hungary;1990;74.078.126;1.064.964.394;9.851.724.421
Hungary;1991;68.437.036;1.054.360.788;8.966.828.227
Hungary;1992;62.085.556;1.003.298.182;7.226.402.034
Hungary;1993;62.307.196;9.540.005.751;7.088.885.841
Hungary;1994;61.865.172;9.185.989.688;6.845.179.648
Hungary;1995;61.839.564;8.847.203.624;6.345.793.455
Hungary;1996;62.639.226;8.966.956.503;6.943.566.137
Hungary;1997;61.052.738;8.942.299.382;699.179.882
Hungary;1998;61.495.822;8.897.302.261;6.971.251.502
Hungary;1999;6.169.757;9.002.035.139;7.238.714.185
Hungary;2000;58.832.318;8.985.108.018;7.271.926.867
Hungary;2001;60.782.866;8.835.447.239;7.700.292.048
Hungary;2002;60.069.998;8.811.296.459;7.386.267.229
Hungary;2003;62.517.514;8.806.685.679;7.200.432.411
Hungary;2004;61.412.778;8.715.194.899;7.753.397.592
Hungary;2005;61.508.542;859.146.412;7.463.882.773
Hungary;2006;60.990.434;841.132.776;7.197.994.231
Hungary;2007;59.367.022;82.262.714;6.787.625.689
Hungary;2008;58.241.818;802.918.504;6.767.047.148
Hungary;2009;5.318.577;786.161.868;5.900.908.606
Hungary;2010;5.394.656;769.333.232;5.449.520.064
Hungary;2011;5.236.858;7.629.010.836;5.730.799.695
Hungary;2012;4.853.892;7.623.369.352;5.540.759.327
Iceland;1990;1.961.424;0.443448305;0.251165093
Iceland;1991;1.878.306;0.444474297;0.248137894
Iceland;1992;1.910.856;0.440660288;0.238280694
Iceland;1993;1.946.068;0.442146279;0.246573494
Iceland;1994;2.054.954;0.44682227;0.244186294
Iceland;1995;1.967.504;0.445488261;0.234869094
Iceland;1996;2.233.868;0.451173979;0.25116747
Iceland;1997;2.133.336;0.454529697;0.258115845
Iceland;1998;2.133.164;0.459235415;0.26858422
Iceland;1999;2.092.992;0.458421132;0.278612596
Iceland;2000;221.282;0.45081685;0.274990971
